,Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,PrecipTotal,ResultSpeed,AvgSpeed
1528,1,2011-05-29,70,52,61.0,-3.0,59,60.0,4.0,0.0,421.0,1917.0,1.88,3.6,5.7
1529,2,2011-05-29,72,57,65.0,-3.0,60,61.0,0.0,0.0,421.0,1917.0,0.92,3.6,6.6
1530,1,2011-05-30,88,56,72.0,8.0,65,69.0,0.0,7.0,420.0,1918.0,0.0,12.4,12.8
1531,2,2011-05-30,90,65,78.0,8.0,65,70.0,0.0,13.0,420.0,1918.0,0.0,11.2,11.6
1532,1,2011-05-31,85,69,77.0,13.0,64,68.0,0.0,12.0,420.0,1919.0,0.08,12.4,13.2
1533,2,2011-05-31,88,69,79.0,13.0,65,70.0,0.0,14.0,420.0,1919.0,0.001,12.4,13.2
1534,1,2011-06-01,81,59,70.0,6.0,49,59.0,0.0,5.0,419.0,1920.0,0.0,10.7,10.5
1535,2,2011-06-01,82,63,73.0,6.0,49,59.0,0.0,8.0,419.0,1920.0,0.0,11.5,11.5
1536,1,2011-06-02,69,56,63.0,-1.0,44,53.0,2.0,0.0,419.0,1920.0,0.02,9.0,9.4
1537,2,2011-06-02,69,57,63.0,-1.0,45,53.0,2.0,0.0,419.0,1920.0,0.001,8.9,9.6
1538,1,2011-06-03,87,55,71.0,7.0,62,67.0,0.0,6.0,418.0,1921.0,0.01,10.8,11.5
1539,2,2011-06-03,88,57,73.0,7.0,61,67.0,0.0,8.0,418.0,1921.0,0.18,10.0,10.6
1540,1,2011-06-04,92,64,78.0,14.0,64,68.0,0.0,13.0,418.0,1922.0,0.18,1.4,8.5
1541,2,2011-06-04,91,67,79.0,14.0,64,69.0,0.0,14.0,418.0,1922.0,0.5,3.0,8.1
1542,1,2011-06-05,85,60,73.0,8.0,55,62.0,0.0,8.0,417.0,1923.0,0.001,3.1,5.4
1543,2,2011-06-05,84,63,74.0,8.0,55,62.0,0.0,9.0,417.0,1923.0,0.01,2.7,5.0
1544,1,2011-06-06,93,60,77.0,11.0,64,69.0,0.0,12.0,417.0,1923.0,0.0,8.5,9.7
1545,2,2011-06-06,94,62,78.0,11.0,63,69.0,0.0,13.0,417.0,1923.0,0.0,7.8,8.6
1546,1,2011-06-07,96,75,86.0,20.0,65,72.0,0.0,21.0,417.0,1924.0,0.0,10.3,10.6
1547,2,2011-06-07,96,77,87.0,20.0,64,72.0,0.0,22.0,417.0,1924.0,0.0,9.7,10.1
1548,1,2011-06-08,95,66,81.0,15.0,64,71.0,0.0,16.0,417.0,1925.0,0.17,11.6,13.4
1549,2,2011-06-08,96,67,82.0,15.0,63,71.0,0.0,17.0,417.0,1925.0,0.69,9.3,12.1
1550,1,2011-06-09,69,50,60.0,-6.0,52,55.0,5.0,0.0,416.0,1925.0,0.93,8.0,12.5
1551,2,2011-06-09,69,52,61.0,-6.0,54,56.0,4.0,0.0,416.0,1925.0,2.17,7.0,12.0
1552,1,2011-06-10,69,51,60.0,-7.0,56,57.0,5.0,0.0,416.0,1926.0,0.52,6.4,8.0
1553,2,2011-06-10,71,51,61.0,-7.0,56,58.0,4.0,0.0,416.0,1926.0,0.44,6.1,7.5
1554,1,2011-06-11,62,52,57.0,-10.0,54,55.0,8.0,0.0,416.0,1926.0,0.03,4.7,5.7
1555,2,2011-06-11,65,53,59.0,-10.0,54,56.0,6.0,0.0,416.0,1926.0,0.1,5.4,5.8
1556,1,2011-06-12,64,50,57.0,-11.0,45,52.0,8.0,0.0,416.0,1927.0,0.0,8.3,8.9
1557,2,2011-06-12,64,51,58.0,-11.0,45,52.0,7.0,0.0,416.0,1927.0,0.0,9.4,9.9
1558,1,2011-06-13,72,54,63.0,-5.0,43,53.0,2.0,0.0,416.0,1927.0,0.0,7.5,7.8
1559,2,2011-06-13,71,56,64.0,-5.0,43,53.0,1.0,0.0,416.0,1927.0,0.0,8.0,8.7
1560,1,2011-06-14,77,53,65.0,-3.0,49,56.0,0.0,0.0,416.0,1928.0,0.0,7.8,8.6
1561,2,2011-06-14,77,58,68.0,-3.0,49,57.0,0.0,3.0,416.0,1928.0,0.0,7.8,8.3
1562,1,2011-06-15,71,57,64.0,-4.0,59,61.0,1.0,0.0,416.0,1928.0,0.8,9.2,11.2
1563,2,2011-06-15,72,57,65.0,-4.0,59,62.0,0.0,0.0,416.0,1928.0,0.84,8.4,11.2
1564,1,2011-06-16,81,61,71.0,2.0,59,63.0,0.0,6.0,416.0,1929.0,0.04,5.5,7.5
1565,2,2011-06-16,81,62,72.0,2.0,59,63.0,0.0,7.0,416.0,1929.0,0.03,6.6,9.1
1566,1,2011-06-17,82,60,71.0,2.0,60,64.0,0.0,6.0,416.0,1929.0,0.0,5.8,6.6
1567,2,2011-06-17,82,64,73.0,2.0,60,65.0,0.0,8.0,416.0,1929.0,0.0,5.3,6.2
1568,1,2011-06-18,84,61,73.0,3.0,62,65.0,0.0,8.0,416.0,1929.0,0.0,4.6,6.4
1569,2,2011-06-18,83,63,73.0,3.0,62,66.0,0.0,8.0,416.0,1929.0,0.0,4.5,6.4
1570,1,2011-06-19,81,63,72.0,2.0,65,68.0,0.0,7.0,416.0,1930.0,0.0,4.1,5.2
1571,2,2011-06-19,83,65,74.0,2.0,65,69.0,0.0,9.0,416.0,1930.0,0.0,3.7,4.9
1572,1,2011-06-20,79,65,72.0,2.0,67,69.0,0.0,7.0,416.0,1930.0,0.18,6.2,8.1
1573,2,2011-06-20,80,69,75.0,2.0,67,69.0,0.0,10.0,416.0,1930.0,1.23,8.0,9.5
1574,1,2011-06-21,89,66,78.0,8.0,70,72.0,0.0,13.0,416.0,1930.0,0.45,11.5,12.1
1575,2,2011-06-21,89,69,79.0,8.0,70,73.0,0.0,14.0,416.0,1930.0,0.08,11.0,11.8
1576,1,2011-06-22,73,64,69.0,-1.0,63,65.0,0.0,4.0,417.0,1931.0,0.02,12.6,13.4
1577,2,2011-06-22,75,66,71.0,-1.0,62,65.0,0.0,6.0,417.0,1931.0,0.02,12.9,13.4
1578,1,2011-06-23,71,62,67.0,-3.0,59,62.0,0.0,2.0,417.0,1931.0,0.01,11.4,12.7
1579,2,2011-06-23,72,63,68.0,-3.0,60,63.0,0.0,3.0,417.0,1931.0,0.05,12.6,13.5
1580,1,2011-06-24,68,60,64.0,-7.0,56,59.0,1.0,0.0,417.0,1931.0,0.0,9.4,9.6
1581,2,2011-06-24,68,60,64.0,-7.0,55,59.0,1.0,0.0,417.0,1931.0,0.0,8.5,8.7
1582,1,2011-06-25,79,58,69.0,-2.0,53,60.0,0.0,4.0,417.0,1931.0,0.0,2.5,4.6
1583,2,2011-06-25,78,61,70.0,-2.0,52,60.0,0.0,5.0,417.0,1931.0,0.001,3.9,5.8
1584,1,2011-06-26,81,57,69.0,-2.0,53,60.0,0.0,4.0,418.0,1931.0,0.0,5.8,6.9
1585,2,2011-06-26,80,64,72.0,-2.0,53,61.0,0.0,7.0,418.0,1931.0,0.0,6.5,7.0
1586,1,2011-06-27,81,65,73.0,2.0,63,67.0,0.0,8.0,418.0,1931.0,0.03,6.9,10.8
1587,2,2011-06-27,80,67,74.0,2.0,64,67.0,0.0,9.0,418.0,1931.0,0.14,6.4,9.2
1588,1,2011-06-28,81,63,72.0,1.0,54,61.0,0.0,7.0,419.0,1931.0,0.0,9.1,9.6
1589,2,2011-06-28,81,65,73.0,1.0,53,61.0,0.0,8.0,419.0,1931.0,0.0,7.2,8.6
1590,1,2011-06-29,81,59,70.0,-1.0,56,62.0,0.0,5.0,419.0,1931.0,0.0,3.7,5.4
1591,2,2011-06-29,80,63,72.0,-1.0,55,62.0,0.0,7.0,419.0,1931.0,0.0,3.9,5.9
1592,1,2011-06-30,88,60,74.0,2.0,62,67.0,0.0,9.0,419.0,1931.0,0.001,8.2,9.4
1593,2,2011-06-30,89,66,78.0,2.0,61,67.0,0.0,13.0,419.0,1931.0,0.03,9.2,10.6
1594,1,2011-07-01,89,72,81.0,9.0,62,68.0,0.0,16.0,420.0,1931.0,0.0,14.3,14.9
1595,2,2011-07-01,89,70,80.0,9.0,63,68.0,0.0,15.0,420.0,1931.0,0.01,10.4,10.8
1596,1,2011-07-02,94,71,83.0,11.0,70,74.0,0.0,18.0,420.0,1931.0,0.0,3.9,8.3
1597,2,2011-07-02,93,73,83.0,11.0,71,74.0,0.0,18.0,420.0,1931.0,0.0,3.1,7.5
1598,1,2011-07-03,84,69,77.0,5.0,57,65.0,0.0,12.0,421.0,1931.0,0.0,4.7,5.9
1599,2,2011-07-03,86,70,78.0,5.0,58,65.0,0.0,13.0,421.0,1931.0,0.0,4.4,6.1
1600,1,2011-07-04,89,65,77.0,5.0,55,64.0,0.0,12.0,422.0,1930.0,0.0,2.9,4.3
1601,2,2011-07-04,88,68,78.0,5.0,53,63.0,0.0,13.0,422.0,1930.0,0.0,3.3,4.5
1602,1,2011-07-05,91,68,80.0,8.0,60,68.0,0.0,15.0,422.0,1930.0,0.0,5.2,6.2
1603,2,2011-07-05,92,67,80.0,8.0,59,68.0,0.0,15.0,422.0,1930.0,0.0,4.9,5.6
1604,1,2011-07-06,86,70,78.0,6.0,61,67.0,0.0,13.0,423.0,1930.0,0.001,5.7,7.5
1605,2,2011-07-06,87,71,79.0,6.0,60,67.0,0.0,14.0,423.0,1930.0,0.0,5.9,7.3
1606,1,2011-07-07,82,63,73.0,1.0,53,62.0,0.0,8.0,423.0,1930.0,0.001,5.1,6.2
1607,2,2011-07-07,81,66,74.0,1.0,55,63.0,0.0,9.0,423.0,1930.0,0.07,5.7,7.1
1608,1,2011-07-08,86,61,74.0,1.0,51,62.0,0.0,9.0,424.0,1929.0,0.0,5.1,6.0
1609,2,2011-07-08,86,65,76.0,1.0,52,63.0,0.0,11.0,424.0,1929.0,0.0,5.2,6.5
1610,1,2011-07-09,91,61,76.0,3.0,58,66.0,0.0,11.0,425.0,1929.0,0.0,5.2,5.9
1611,2,2011-07-09,90,67,79.0,3.0,60,68.0,0.0,14.0,425.0,1929.0,0.0,5.4,6.5
1612,1,2011-07-10,91,74,83.0,10.0,68,72.0,0.0,18.0,425.0,1929.0,0.001,9.3,9.7
1613,2,2011-07-10,91,75,83.0,10.0,67,72.0,0.0,18.0,425.0,1929.0,0.001,7.8,8.1
1614,1,2011-07-11,88,71,80.0,7.0,71,74.0,0.0,15.0,426.0,1928.0,0.39,5.5,8.5
1615,2,2011-07-11,90,70,80.0,7.0,70,74.0,0.0,15.0,426.0,1928.0,0.13,5.3,8.0
1616,1,2011-07-12,87,70,79.0,6.0,63,69.0,0.0,14.0,427.0,1928.0,0.01,5.6,7.7
1617,2,2011-07-12,88,71,80.0,6.0,64,69.0,0.0,15.0,427.0,1928.0,0.01,4.5,7.0
1618,1,2011-07-13,74,63,69.0,-4.0,57,62.0,0.0,4.0,428.0,1927.0,0.0,10.5,10.9
1619,2,2011-07-13,74,66,70.0,-4.0,57,63.0,0.0,5.0,428.0,1927.0,0.0,11.6,12.2
1620,1,2011-07-14,82,59,71.0,-2.0,56,63.0,0.0,6.0,428.0,1927.0,0.0,6.5,8.0
1621,2,2011-07-14,82,65,74.0,-2.0,56,63.0,0.0,9.0,428.0,1927.0,0.0,7.3,8.7
1622,1,2011-07-15,87,70,79.0,5.0,60,66.0,0.0,14.0,429.0,1926.0,0.001,5.4,6.7
1623,2,2011-07-15,86,71,79.0,5.0,60,67.0,0.0,14.0,429.0,1926.0,0.0,6.2,6.8
1624,1,2011-07-16,89,71,80.0,6.0,61,68.0,0.0,15.0,430.0,1925.0,0.001,3.4,4.3
1625,2,2011-07-16,90,74,82.0,6.0,60,68.0,0.0,17.0,430.0,1925.0,0.0,2.5,2.7
1626,1,2011-07-17,95,69,82.0,8.0,69,74.0,0.0,17.0,431.0,1925.0,0.0,6.2,6.4
1627,2,2011-07-17,95,74,85.0,8.0,69,74.0,0.0,20.0,431.0,1925.0,0.0,6.8,7.2
1628,1,2011-07-18,92,80,86.0,12.0,75,78.0,0.0,21.0,432.0,1924.0,0.01,10.6,10.8
1629,2,2011-07-18,93,81,87.0,12.0,74,77.0,0.0,22.0,432.0,1924.0,0.001,11.2,11.7
1630,1,2011-07-19,93,78,86.0,12.0,72,76.0,0.0,21.0,433.0,1923.0,0.0,4.5,6.2
1631,2,2011-07-19,92,79,86.0,12.0,73,77.0,0.0,21.0,433.0,1923.0,0.0,3.2,6.6
1632,1,2011-07-20,99,73,86.0,12.0,73,77.0,0.0,21.0,433.0,1923.0,0.02,9.0,10.7
1633,2,2011-07-20,100,77,89.0,12.0,73,77.0,0.0,24.0,433.0,1923.0,0.0,7.6,9.9
1634,1,2011-07-21,99,75,87.0,13.0,70,76.0,0.0,22.0,434.0,1922.0,0.02,6.2,8.8
1635,2,2011-07-21,101,82,92.0,13.0,72,77.0,0.0,27.0,434.0,1922.0,0.0,5.3,10.0
1636,1,2011-07-22,88,70,79.0,5.0,70,73.0,0.0,14.0,435.0,1921.0,1.55,1.7,9.0
1637,2,2011-07-22,100,71,79.0,5.0,70,74.0,0.0,14.0,435.0,1921.0,0.14,3.8,8.2
1638,1,2011-07-23,87,70,79.0,5.0,70,73.0,0.0,14.0,436.0,1920.0,6.86,0.8,5.3
1639,2,2011-07-23,87,70,79.0,5.0,70,73.0,0.0,14.0,436.0,1920.0,0.04,0.7,4.9
1640,1,2011-07-24,87,72,80.0,6.0,70,73.0,0.0,15.0,437.0,1919.0,0.18,1.5,6.4
1641,2,2011-07-24,87,72,80.0,6.0,69,72.0,0.0,15.0,437.0,1919.0,0.02,0.7,5.7
1642,1,2011-07-25,88,73,81.0,7.0,66,71.0,0.0,16.0,438.0,1918.0,0.0,3.4,6.5
1643,2,2011-07-25,90,73,82.0,7.0,67,71.0,0.0,17.0,438.0,1918.0,0.01,2.1,6.1
1644,1,2011-07-26,83,71,77.0,3.0,63,68.0,0.0,12.0,439.0,1918.0,0.0,6.3,8.5
1645,2,2011-07-26,85,72,79.0,3.0,62,68.0,0.0,14.0,439.0,1918.0,0.01,5.9,8.0
1646,1,2011-07-27,90,68,79.0,5.0,66,70.0,0.0,14.0,440.0,1917.0,0.71,6.2,9.5
1647,2,2011-07-27,92,72,82.0,5.0,66,71.0,0.0,17.0,440.0,1917.0,0.001,6.0,9.9
1648,1,2011-07-28,87,73,80.0,6.0,71,74.0,0.0,15.0,441.0,1916.0,0.7,3.2,6.8
1649,2,2011-07-28,88,74,81.0,6.0,71,74.0,0.0,16.0,441.0,1916.0,0.001,3.3,6.8
1650,1,2011-07-29,86,71,79.0,5.0,67,71.0,0.0,14.0,442.0,1915.0,0.7,4.3,5.9
1651,2,2011-07-29,86,74,80.0,5.0,69,72.0,0.0,15.0,442.0,1915.0,0.36,3.5,5.6
1652,1,2011-07-30,91,67,79.0,5.0,64,70.0,0.0,14.0,443.0,1914.0,0.0,2.4,3.4
1653,2,2011-07-30,91,68,80.0,5.0,65,71.0,0.0,15.0,443.0,1914.0,0.0,2.0,3.4
1654,1,2011-07-31,90,68,79.0,5.0,69,73.0,0.0,14.0,444.0,1913.0,0.0,4.9,5.0
1655,2,2011-07-31,91,73,82.0,5.0,69,73.0,0.0,17.0,444.0,1913.0,0.0,4.5,5.0
1656,1,2011-08-01,91,74,83.0,10.0,72,75.0,0.0,18.0,445.0,1911.0,0.0,4.2,4.9
1657,2,2011-08-01,91,76,84.0,10.0,71,75.0,0.0,19.0,445.0,1911.0,0.0,3.1,5.9
1658,1,2011-08-02,93,74,84.0,11.0,73,76.0,0.0,19.0,446.0,1910.0,0.43,8.3,9.1
1659,2,2011-08-02,93,74,84.0,11.0,73,77.0,0.0,19.0,446.0,1910.0,0.28,8.0,8.5
1660,1,2011-08-03,86,72,79.0,6.0,67,71.0,0.0,14.0,447.0,1909.0,0.0,6.9,8.0
1661,2,2011-08-03,87,73,80.0,6.0,66,71.0,0.0,15.0,447.0,1909.0,0.0,9.6,10.3
1662,1,2011-08-04,84,69,77.0,4.0,66,69.0,0.0,12.0,448.0,1908.0,0.0,5.3,6.0
1663,2,2011-08-04,82,69,76.0,4.0,67,70.0,0.0,11.0,448.0,1908.0,0.0,4.8,6.7
1664,1,2011-08-05,83,69,76.0,3.0,68,71.0,0.0,11.0,449.0,1907.0,0.001,4.0,5.5
1665,2,2011-08-05,84,70,77.0,3.0,68,71.0,0.0,12.0,449.0,1907.0,0.001,5.2,6.0
1666,1,2011-08-06,85,72,79.0,6.0,70,72.0,0.0,14.0,450.0,1906.0,0.18,2.5,4.0
1667,2,2011-08-06,85,73,79.0,6.0,70,72.0,0.0,14.0,450.0,1906.0,0.69,1.3,3.7
1668,1,2011-08-07,86,68,77.0,4.0,69,71.0,0.0,12.0,451.0,1904.0,0.75,4.6,6.4
1669,2,2011-08-07,87,70,79.0,4.0,69,72.0,0.0,14.0,451.0,1904.0,0.49,3.6,5.6
1670,1,2011-08-08,80,68,74.0,1.0,67,69.0,0.0,9.0,452.0,1903.0,0.63,4.0,6.2
1671,2,2011-08-08,80,69,75.0,1.0,67,70.0,0.0,10.0,452.0,1903.0,0.29,2.8,5.8
1672,1,2011-08-09,80,64,72.0,-1.0,61,66.0,0.0,7.0,453.0,1902.0,0.0,10.8,11.1
1673,2,2011-08-09,82,66,74.0,-1.0,61,66.0,0.0,9.0,453.0,1902.0,0.01,11.0,11.6
1674,1,2011-08-10,77,61,69.0,-4.0,54,61.0,0.0,4.0,454.0,1900.0,0.0,7.3,8.7
1675,2,2011-08-10,78,62,70.0,-4.0,54,61.0,0.0,5.0,454.0,1900.0,0.0,4.4,8.0
1676,1,2011-08-11,81,57,69.0,-4.0,54,61.0,0.0,4.0,455.0,1859.0,0.0,2.0,3.0
1677,2,2011-08-11,81,60,71.0,-4.0,54,61.0,0.0,6.0,455.0,1859.0,0.0,2.7,4.2
1678,1,2011-08-12,81,60,71.0,-2.0,59,64.0,0.0,6.0,456.0,1858.0,0.0,8.3,8.5
1679,2,2011-08-12,82,65,74.0,-2.0,57,64.0,0.0,9.0,456.0,1858.0,0.0,8.2,8.4
1680,1,2011-08-13,83,62,73.0,0.0,64,66.0,0.0,8.0,457.0,1856.0,0.75,3.6,6.7
1681,2,2011-08-13,84,66,75.0,0.0,63,66.0,0.0,10.0,457.0,1856.0,0.93,5.3,7.8
1682,1,2011-08-14,75,62,69.0,-3.0,60,63.0,0.0,4.0,458.0,1855.0,0.001,10.4,11.7
1683,2,2011-08-14,75,62,69.0,-3.0,60,63.0,0.0,4.0,458.0,1855.0,0.01,11.7,12.6
1684,1,2011-08-15,82,57,70.0,-2.0,55,62.0,0.0,5.0,459.0,1854.0,0.0,2.4,4.9
1685,2,2011-08-15,80,59,70.0,-2.0,55,62.0,0.0,5.0,459.0,1854.0,0.0,2.7,5.2
1686,1,2011-08-16,85,61,73.0,1.0,58,64.0,0.0,8.0,500.0,1852.0,0.0,2.9,3.9
1687,2,2011-08-16,83,63,73.0,1.0,56,63.0,0.0,8.0,500.0,1852.0,0.0,2.3,3.0
1688,1,2011-08-17,83,62,73.0,1.0,63,67.0,0.0,8.0,501.0,1851.0,0.0,5.6,6.0
1689,2,2011-08-17,83,65,74.0,1.0,61,67.0,0.0,9.0,501.0,1851.0,0.0,6.0,6.2
1690,1,2011-08-18,84,67,76.0,4.0,60,66.0,0.0,11.0,502.0,1849.0,0.0,2.3,5.2
1691,2,2011-08-18,85,71,78.0,4.0,62,67.0,0.0,13.0,502.0,1849.0,0.0,2.8,5.2
1692,1,2011-08-19,87,64,76.0,5.0,63,68.0,0.0,11.0,503.0,1848.0,0.0,3.3,5.2
1693,2,2011-08-19,86,67,77.0,5.0,62,68.0,0.0,12.0,503.0,1848.0,0.0,4.7,5.8
1694,1,2011-08-20,80,66,73.0,2.0,67,69.0,0.0,8.0,504.0,1846.0,1.11,1.3,3.4
1695,2,2011-08-20,79,68,74.0,2.0,67,69.0,0.0,9.0,504.0,1846.0,0.39,2.0,4.9
1696,1,2011-08-21,80,64,72.0,1.0,58,63.0,0.0,7.0,505.0,1845.0,0.001,8.0,8.5
1697,2,2011-08-21,81,66,74.0,1.0,58,64.0,0.0,9.0,505.0,1845.0,0.01,7.0,7.6
1698,1,2011-08-22,82,59,71.0,0.0,59,64.0,0.0,6.0,506.0,1843.0,0.0,1.6,4.1
1699,2,2011-08-22,82,61,72.0,0.0,59,64.0,0.0,7.0,506.0,1843.0,0.0,0.7,3.5
1700,1,2011-08-23,73,62,68.0,-3.0,63,65.0,0.0,3.0,508.0,1842.0,0.65,9.1,9.8
1701,2,2011-08-23,74,66,70.0,-3.0,62,65.0,0.0,5.0,508.0,1842.0,0.4,8.4,9.5
1702,1,2011-08-24,92,69,81.0,10.0,65,70.0,0.0,16.0,509.0,1840.0,0.0,8.2,10.7
1703,2,2011-08-24,91,70,81.0,10.0,65,70.0,0.0,16.0,509.0,1840.0,0.0,8.1,11.0
1704,1,2011-08-25,83,64,74.0,4.0,59,64.0,0.0,9.0,510.0,1839.0,0.0,4.1,7.3
1705,2,2011-08-25,80,65,73.0,4.0,59,64.0,0.0,8.0,510.0,1839.0,0.0,3.1,7.0
1706,1,2011-08-26,83,59,71.0,1.0,58,63.0,0.0,6.0,511.0,1837.0,0.0,1.9,3.3
1707,2,2011-08-26,83,61,72.0,1.0,58,64.0,0.0,7.0,511.0,1837.0,0.0,1.2,3.4
1708,1,2011-08-27,81,64,73.0,3.0,62,66.0,0.0,8.0,512.0,1835.0,0.0,8.2,9.2
1709,2,2011-08-27,83,67,75.0,3.0,61,66.0,0.0,10.0,512.0,1835.0,0.0,8.1,9.3
1710,1,2011-08-28,77,61,69.0,-1.0,57,61.0,0.0,4.0,513.0,1834.0,0.0,7.0,7.9
1711,2,2011-08-28,77,61,69.0,-1.0,55,61.0,0.0,4.0,513.0,1834.0,0.0,8.5,9.2
1712,1,2011-08-29,79,59,69.0,-1.0,56,62.0,0.0,4.0,514.0,1832.0,0.0,1.4,3.5
1713,2,2011-08-29,78,61,70.0,-1.0,57,62.0,0.0,5.0,514.0,1832.0,0.0,1.1,4.2
1714,1,2011-08-30,76,61,69.0,-1.0,56,62.0,0.0,4.0,515.0,1831.0,0.04,5.3,6.3
1715,2,2011-08-30,79,64,72.0,-1.0,54,61.0,0.0,7.0,515.0,1831.0,0.02,5.9,6.8
1716,1,2011-08-31,87,65,76.0,7.0,64,68.0,0.0,11.0,516.0,1829.0,0.001,5.4,8.3
1717,2,2011-08-31,88,65,77.0,7.0,64,69.0,0.0,12.0,516.0,1829.0,0.05,5.4,7.4
1718,1,2011-09-01,93,71,82.0,14.0,71,75.0,0.0,17.0,517.0,1827.0,0.0,5.2,5.9
1719,2,2011-09-01,94,74,84.0,14.0,70,75.0,0.0,19.0,517.0,1827.0,0.0,5.8,6.3
1720,1,2011-09-02,92,76,84.0,16.0,69,74.0,0.0,19.0,518.0,1826.0,0.0,4.9,7.4
1721,2,2011-09-02,94,79,87.0,16.0,69,74.0,0.0,22.0,518.0,1826.0,0.001,4.0,6.6
1722,1,2011-09-03,89,69,79.0,11.0,67,71.0,0.0,14.0,519.0,1824.0,0.02,2.5,6.2
1723,2,2011-09-03,87,71,79.0,11.0,68,71.0,0.0,14.0,519.0,1824.0,0.15,1.2,5.7
1724,1,2011-09-04,73,58,66.0,-2.0,54,60.0,0.0,1.0,520.0,1822.0,0.0,10.5,11.5
1725,2,2011-09-04,74,60,67.0,-2.0,55,61.0,0.0,2.0,520.0,1822.0,0.001,10.7,11.5
1726,1,2011-09-05,65,52,59.0,-8.0,45,52.0,6.0,0.0,521.0,1821.0,0.0,14.2,14.8
1727,2,2011-09-05,67,53,60.0,-8.0,46,53.0,5.0,0.0,521.0,1821.0,0.001,15.9,16.6
1728,1,2011-09-06,66,51,59.0,-8.0,46,52.0,6.0,0.0,522.0,1819.0,0.0,9.5,10.1
1729,2,2011-09-06,66,57,62.0,-8.0,47,54.0,3.0,0.0,522.0,1819.0,0.0,13.8,14.3
1730,1,2011-09-07,70,52,61.0,-6.0,47,54.0,4.0,0.0,523.0,1817.0,0.0,10.2,10.8
1731,2,2011-09-07,70,58,64.0,-6.0,47,55.0,1.0,0.0,523.0,1817.0,0.0,12.4,13.3
1732,1,2011-09-08,75,57,66.0,0.0,53,59.0,0.0,1.0,524.0,1815.0,0.001,13.0,13.4
1733,2,2011-09-08,74,62,68.0,0.0,54,59.0,0.0,3.0,524.0,1815.0,0.06,14.9,15.2
1734,1,2011-09-09,72,60,66.0,0.0,60,62.0,0.0,1.0,525.0,1814.0,0.02,8.2,8.3
1735,2,2011-09-09,72,64,68.0,0.0,61,63.0,0.0,3.0,525.0,1814.0,0.11,7.9,8.4
1736,1,2011-09-10,78,56,67.0,1.0,59,62.0,0.0,2.0,526.0,1812.0,0.0,0.9,3.1
1737,2,2011-09-10,76,58,67.0,1.0,60,63.0,0.0,2.0,526.0,1812.0,0.01,0.9,2.0
1738,1,2011-09-11,83,57,70.0,5.0,59,63.0,0.0,5.0,527.0,1810.0,0.0,5.1,5.5
1739,2,2011-09-11,83,60,72.0,5.0,59,64.0,0.0,7.0,527.0,1810.0,0.0,4.3,4.7
1740,1,2011-09-12,86,64,75.0,10.0,59,65.0,0.0,10.0,528.0,1809.0,0.0,10.5,10.9
1741,2,2011-09-12,86,64,75.0,10.0,59,65.0,0.0,10.0,528.0,1809.0,0.0,9.2,9.3
1742,1,2011-09-13,73,56,65.0,0.0,54,59.0,0.0,0.0,529.0,1807.0,0.0,4.9,8.7
1743,2,2011-09-13,76,58,67.0,0.0,55,61.0,0.0,2.0,529.0,1807.0,0.0,3.4,7.8
1744,1,2011-09-14,58,47,53.0,-11.0,43,49.0,12.0,0.0,530.0,1805.0,0.08,6.3,7.3
1745,2,2011-09-14,60,48,54.0,-11.0,45,51.0,11.0,0.0,530.0,1805.0,0.001,6.0,7.3
1746,1,2011-09-15,59,42,51.0,-13.0,35,44.0,14.0,0.0,531.0,1803.0,0.0,7.4,8.5
1747,2,2011-09-15,60,44,52.0,-13.0,36,45.0,13.0,0.0,531.0,1803.0,0.0,7.2,9.0
1748,1,2011-09-16,58,46,52.0,-12.0,40,47.0,13.0,0.0,532.0,1760.0,0.0,1.4,3.3
1749,2,2011-09-16,59,48,54.0,-12.0,38,47.0,11.0,0.0,532.0,1760.0,0.0,2.6,3.7
1750,1,2011-09-17,68,50,59.0,-5.0,45,52.0,6.0,0.0,533.0,1758.0,0.0,7.7,8.9
1751,2,2011-09-17,69,52,61.0,-5.0,44,52.0,4.0,0.0,533.0,1758.0,0.0,8.7,9.6
1752,1,2011-09-18,65,55,60.0,-4.0,55,57.0,5.0,0.0,535.0,1756.0,0.43,8.9,9.5
1753,2,2011-09-18,66,56,61.0,-4.0,54,57.0,4.0,0.0,535.0,1756.0,0.34,7.4,8.0
1754,1,2011-09-19,69,54,62.0,-1.0,58,60.0,3.0,0.0,536.0,1755.0,0.24,4.1,5.8
1755,2,2011-09-19,68,56,62.0,-1.0,58,60.0,3.0,0.0,536.0,1755.0,0.41,3.8,5.8
1756,1,2011-09-20,74,49,62.0,0.0,54,58.0,3.0,0.0,537.0,1753.0,0.0,7.3,7.3
1757,2,2011-09-20,75,53,64.0,0.0,54,58.0,1.0,0.0,537.0,1753.0,0.01,5.8,6.1
1758,1,2011-09-21,71,56,64.0,2.0,49,56.0,1.0,0.0,538.0,1751.0,0.001,10.2,11.0
1759,2,2011-09-21,72,57,65.0,2.0,49,56.0,0.0,0.0,538.0,1751.0,0.001,9.4,10.3
1760,1,2011-09-22,64,51,58.0,-4.0,47,52.0,7.0,0.0,539.0,1749.0,0.0,4.6,6.9
1761,2,2011-09-22,63,53,58.0,-4.0,47,52.0,7.0,0.0,539.0,1749.0,0.0,6.5,7.2
